1,55.372225761413574
101,56.727333545684814
201,59.69884705543518
301,62.04710340499878
401,61.429200410842896
501,63.09409785270691
601,65.30653381347656
701,64.7049458026886
801,59.96150803565979
901,74.29550504684448
1001,106.63313388824463
1101,106.43474102020264
1201,105.47868371009827
1301,103.4000391960144
1401,100.0694625377655
1501,100.76804399490356
1601,99.12955284118652
1701,93.59546399116516
1801,84.90589761734009
1901,79.27387285232544
2001,66.00341629981995
2101,62.034034967422485
2201,64.15882015228271
2301,63.241421699523926
2401,61.79388451576233
2501,57.088655948638916
2601,56.619147300720215
2701,55.69988822937012
2801,63.38900017738342
2901,64.61102676391602
3001,83.23207902908325
3101,76.49733543395996
3201,77.7299964427948
3301,92.74411153793335
3401,87.4010214805603
3501,67.25694489479065
3601,65.8187165260315
3701,67.8934736251831
3801,69.67498302459717
3901,71.21392464637756
4001,83.56456708908081
