5,1,211.37610244750977
5,6,36.14284372329712
5,11,20.122761011123657
5,16,15.37640929222107
5,21,11.857044458389282
5,26,10.820035934448242
5,31,9.946214199066162
5,36,10.29518747329712
5,41,11.27804946899414
5,46,9.753935813903809
5,51,9.769644021987915
10,1,211.39589595794678
10,6,35.50095820426941
10,11,18.530673027038574
10,16,13.777046918869019
10,21,11.884290933609009
10,26,11.389235973358154
10,31,11.075940608978271
10,36,10.426566362380981
10,41,10.245046615600586
10,46,10.851529836654663
10,51,9.907069683074951
100,1,212.06461668014526
100,6,34.09785771369934
100,11,19.078606128692627
100,16,15.47737169265747
100,21,16.843970775604248
100,26,12.545857667922974
100,31,13.11445164680481
100,36,11.854023218154907
100,41,10.531078815460205
100,46,11.158605575561523
100,51,10.371476888656616
1000,1,212.67960476875305
1000,6,34.012110233306885
1000,11,18.557743549346924
1000,16,13.952811002731323
1000,21,11.736845970153809
1000,26,11.30843210220337
1000,31,10.773969650268555
1000,36,10.333141803741455
1000,41,10.11055612564087
1000,46,10.706815719604492
1000,51,9.839981317520142
10000,1,211.989661693573
10000,6,33.8823139667511
10000,11,18.8542537689209
10000,16,14.052186965942383
10000,21,13.574125051498413
10000,26,11.347289323806763
10000,31,10.059531927108765
10000,36,9.847947597503662
10000,41,9.696576595306396
10000,46,9.483459234237671
10000,51,9.344334125518799
100000,1,211.53939056396484
100000,6,34.20002508163452
100000,11,21.965729236602783
100000,16,17.12404203414917
100000,21,15.207889318466187
100000,26,15.467179536819458
100000,31,13.404388189315796
100000,36,14.336881399154663
100000,41,12.677109956741333
100000,46,12.466734647750854
100000,51,13.949782848358154
1000000,1,208.16437530517578
1000000,6,48.01818895339966
1000000,11,29.907641172409058
1000000,16,25.727740049362183
1000000,21,23.605189561843872
1000000,26,23.343767404556274
1000000,31,25.213424921035767
1000000,36,23.220040798187256
1000000,41,23.231716871261597
1000000,46,23.9090678691864
1000000,51,23.257762908935547
10000000,1,216.2878406047821
10000000,6,76.66684579849243
10000000,11,72.83506226539612
10000000,16,72.87572121620178
10000000,21,72.83477258682251
10000000,26,73.11967539787292
10000000,31,72.92192673683167
10000000,36,73.37932467460632
10000000,41,73.25596904754639
10000000,46,73.35201835632324
10000000,51,73.46554255485535
