1,60.70144534111023
11,59.69263672828674
21,60.29948878288269
31,59.90729355812073
41,60.23296856880188
51,59.834328413009644
61,59.753705739974976
71,61.2445764541626
81,60.57598686218262
91,59.93975353240967
101,61.17088270187378
111,59.575968503952026
121,60.388336420059204
131,60.748433351516724
141,61.64307618141174
151,59.96585512161255
161,60.145029067993164
171,61.04209327697754
181,59.75463318824768
191,60.79671287536621
201,60.637290477752686
301,60.059826374053955
401,60.25691890716553
501,62.42013072967529
601,60.581968545913696
701,60.35468101501465
801,59.425143241882324
901,60.87365651130676
1001,59.82361960411072
1101,60.14984178543091
1201,61.73697471618652
1301,59.97431778907776
1401,60.609110593795776
1501,59.83401894569397
1601,60.492770195007324
1701,59.56396794319153
1801,59.80483627319336
1901,59.43327474594116
2001,59.80438756942749
2101,60.59100270271301
2201,61.112802028656006
2301,59.599671363830566
2401,59.708245038986206
2501,61.01647996902466
2601,60.01897668838501
2701,60.11245918273926
2801,60.04547119140625
2901,59.6883487701416
3001,59.95584273338318
3101,63.38290977478027
3201,59.69222545623779
3301,59.62093210220337
3401,61.203227043151855
3501,61.16637396812439
3601,59.95951008796692
3701,61.4580614566803
3801,59.60620403289795
3901,59.870928049087524
4001,59.87256073951721
