1,60.971158027648926
21,60.869529485702515
41,60.47599005699158
61,60.414796590805054
81,59.735912561416626
101,59.95626974105835
121,59.825368881225586
141,59.412379026412964
161,60.6598334312439
181,60.2471079826355
201,61.15518856048584
301,61.105530977249146
801,60.42672634124756
1301,60.261250734329224
1801,60.37441611289978
2301,59.803945541381836
2801,59.98772692680359
3301,59.761706590652466
3801,60.772329568862915
4301,59.99367332458496
4801,60.04078793525696
5301,60.07665395736694
5801,60.8837251663208
6301,61.51248121261597
6801,60.6781690120697
7301,59.953192710876465
7801,62.59109044075012
